"아이디","강의 아이디","강의 카테고리 아이디","강의 카테고리명","강의 명","비용","강의 구분","주차 사용 여부","분반 일련번호","수강신청 상태","강의 시작 일자","등록 일자","수강신청 시작 일자","수료증 로트 명","기관 아이디","기관명","기관 구","X좌표","Y좌표","추천여부","인기여부","신규여부","상태","강의 이미지 파일 경로","수집데이터 아이디","과목 아이디","미리보기 주소","콘텐츠 아이디","회차번호","회차수"
"ASP00001","S100120250523113265","202601164539727","국가기술자격","2025 박문각 주택관리사 - 기본 - 회계원리","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113265.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113265/01.mp4/playlist.m3u8","S100120250523113265","142097","1"
"ASP00001","S100120250523113254","202601164539727","국가기술자격","2025 박문각 [공인중개사:2차] 부동산공시법 (기본이론)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113254.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113254/01.mp4/playlist.m3u8","S100120250523113254","141702","1"
"ASP00001","S100120250523113247","202601162998648","민간자격","[HD]회계관리 2급 자격증 따기 (2025) Part.2","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113247.png","","","https://mp4.itgo.co.kr/mp4/N010269/01.mp4","S100120250523113247","142507","1"
"ASP00001","S100120250523113274","202601164539727","국가기술자격","2025 직업상담사(아이엠에듀) - 필기 - 직업상담 및 취업지원","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113274.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113274/01.mp4/playlist.m3u8","S100120250523113274","142258","1"
"ASP00001","S100120250523113244","202601162998648","민간자격","[HD]회계관리 1급 자격증 따기 (2025) Part.2 세무회계 1","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113244.png","","","https://mp4.itgo.co.kr/mp4/N050225/01.mp4","S100120250523113244","142464","1"
"ASP00001","S100120250523113236","202601162998648","민간자격","[HD]전산회계 1급 자격증 따기 2025 (이론-부가가치세)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113236.png","","","https://mp4.itgo.co.kr/mp4/N010244/01.mp4","S100120250523113236","142376","1"
"ASP00001","S100120250523113237","202601162998648","민간자격","[HD]전산회계 1급 자격증 따기 2025 (이론-원가회계)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113237.png","","","https://mp4.itgo.co.kr/mp4/N010241/01.mp4","S100120250523113237","142388","1"
"ASP00001","S100120250523113240","202601162998648","민간자격","[HD]전산회계 1급 자격증 따기 2025 (실기) Part.1","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113240.png","","","https://mp4.itgo.co.kr/mp4/N010246/01.mp4","S100120250523113240","142367","1"
"ASP00001","S100120250523113273","202601164539727","국가기술자격","2025 직업상담사(아이엠에듀) - 필기 - 노동시장","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113273.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113273/01.mp4/playlist.m3u8","S100120250523113273","142248","1"
"ASP00001","S100120250523113268","202601164539727","국가기술자격","2025 직업상담사(아이엠에듀) - 문제풀이 - 직업상담 및 취업지원","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113268.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113268/01.mp4/playlist.m3u8","S100120250523113268","142169","1"
"ASP00001","S100120250523113263","202601164539727","국가기술자격","2025 박문각 주택관리사 - 기본 - 민법 2","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113263.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113263/01.mp4/playlist.m3u8","S100120250523113263","142004","1"
"ASP00001","S100120250523113276","202601164539727","국가기술자격","2025 직업상담사(아이엠에듀) - 필기 - 직업정보","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113276.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113276/01.mp4/playlist.m3u8","S100120250523113276","142292","1"
"ASP00001","S100120250523113253","202601164539727","국가기술자격","2025 박문각 [공인중개사:2차] 부동산공법 (기초이론)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113253.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113253/01.mp4/playlist.m3u8","S100120250523113253","141674","1"
"ASP00001","S100120250523113258","202601164539727","국가기술자격","2025 박문각 [공인중개사:2차] 부동산중개사법 및 중개실무 (기본이론)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113258.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113258/01.mp4/playlist.m3u8","S100120250523113258","141798","1"
"ASP00001","S100120250523113270","202601164539727","국가기술자격","2025 직업상담사(아이엠에듀) - 문제풀이 - 직업정보","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113270.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113270/01.mp4/playlist.m3u8","S100120250523113270","142194","1"
"ASP00001","S100120250523113248","202601164539727","국가기술자격","2025 박문각 [공인중개사:1차] 민법 및 민사특별법 (기본이론)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113248.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113248/01.mp4/playlist.m3u8","S100120250523113248","141522","1"
"ASP00001","S100120250523113251","202601164539727","국가기술자격","2025 박문각 [공인중개사:1차] 부동산학개론 (기초이론)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113251.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113251/01.mp4/playlist.m3u8","S100120250523113251","141613","1"
"ASP00001","S100120250523113255","202601164539727","국가기술자격","2025 박문각 [공인중개사:2차] 부동산공시법 (기초이론)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113255.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113255/01.mp4/playlist.m3u8","S100120250523113255","141731","1"
"ASP00001","S100120250523113249","202601164539727","국가기술자격","2025 박문각 [공인중개사:1차] 민법 및 민사특별법 (기초이론)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113249.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113249/01.mp4/playlist.m3u8","S100120250523113249","141556","1"
"ASP00001","S100120250523113267","202601164539727","국가기술자격","2025 직업상담사(아이엠에듀) - 문제풀이 - 노동시장","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113267.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113267/01.mp4/playlist.m3u8","S100120250523113267","142160","1"
"ASP00001","S100120250523113257","202601164539727","국가기술자격","2025 박문각 [공인중개사:2차] 부동산세법 (기초이론)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113257.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113257/01.mp4/playlist.m3u8","S100120250523113257","141777","1"
"ASP00001","S100120250523113242","202601162998648","민간자격","[HD]전산회계 2급 자격증 따기 2025 (이론) Part.2","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113242.png","","","https://mp4.itgo.co.kr/mp4/N010249/01.mp4","S100120250523113242","142450","1"
"ASP00001","S100120250523113243","202601162998648","민간자격","[HD]전산회계 2급 자격증 따기 2025 (실기)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113243.png","","","https://mp4.itgo.co.kr/mp4/N010250/01.mp4","S100120250523113243","142423","1"
"ASP00001","S100120250523113275","202601164539727","국가기술자격","2025 직업상담사(아이엠에듀) - 필기 - 직업심리","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113275.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113275/01.mp4/playlist.m3u8","S100120250523113275","142273","1"
"ASP00001","S100120250523113266","202601164539727","국가기술자격","2025 직업상담사(아이엠에듀) - 문제풀이 - 고용노동관계법규(1)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113266.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113266/01.mp4/playlist.m3u8","S100120250523113266","142145","1"
"ASP00001","S100120250523113269","202601164539727","국가기술자격","2025 직업상담사(아이엠에듀) - 문제풀이 - 직업심리","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113269.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113269/01.mp4/playlist.m3u8","S100120250523113269","142178","1"
"ASP00001","S100120250523113256","202601164539727","국가기술자격","2025 박문각 [공인중개사:2차] 부동산세법 (기본이론)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113256.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113256/01.mp4/playlist.m3u8","S100120250523113256","141756","1"
"ASP00001","S100120250523113271","202601164539727","국가기술자격","2025 직업상담사(아이엠에듀) - 실기 - 직업상담실무","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113271.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113271/01.mp4/playlist.m3u8","S100120250523113271","142203","1"
"ASP00001","S100120250523113245","202601162998648","민간자격","[HD]회계관리 1급 자격증 따기 (2025) Part.1 재무회계","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113245.png","","","https://mp4.itgo.co.kr/mp4/N030422/01.mp4","S100120250523113245","142480","1"
"ASP00001","S100120250523113259","202601164539727","국가기술자격","2025 박문각 [공인중개사:2차] 부동산중개사법 및 중개실무 (기초이론)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터90일","2025.05.27","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250523113259.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250523113259/01.mp4/playlist.m3u8","S100120250523113259","141830","1"
"ASP00001","S2025020509404920250523103139","202601163306402","사회/정치","[서울노동권익센터]프리랜서 계약, 이것만은 꼭 알아두자!","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.05.23","-","","S20250205094049","서울특별시 민생노동국 노동정책과","중구","37.56632","126.97783","","","","ING","/upload/course/ASP00001/2025/05/S20250205094049202505231031.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S2025020509404920250523103139/01.mp4/playlist.m3u8","202505231010171747962617875","141517","1"
"ASP00001","S312220250522170356","202601168120107","기타 법정의무","e-재개발?재건축 정비사업 아카데미(심화과정)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.05.22","-","","S3122","서울특별시 주택실 건축기획관 주거정비과","중구","37.566303","126.977805","","","","ING","/upload/course/ASP00001/2025/05/S312220250522170356.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S312220250522170356/01.mp4/playlist.m3u8","202505221656541747900614820","141474","1"
"ASP00001","S100120250522165249","202601168120107","기타 법정의무","e-재개발?재건축 정비사업 아카데미(일반과정)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.05.22","-","","S3122","서울특별시 주택실 건축기획관 주거정비과","중구","37.566303","126.977805","","","","ING","/upload/course/ASP00001/2025/05/S100120250522165249.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250522165249/01.mp4/playlist.m3u8","202505221646561747900016545","141498","1"
"ASP00001","S312220250522171345","202601168120107","기타 법정의무","e-재개발?재건축 정비사업 아카데미(공공지원과정)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.05.22","-","","S3122","서울특별시 주택실 건축기획관 주거정비과","중구","37.566303","126.977805","","","","ING","/upload/course/ASP00001/2025/05/S312220250522171345.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S312220250522171345/01.mp4/playlist.m3u8","202505221707231747901243797","141459","1"
"ASP00001","S100120250513170924","202601163306402","사회/정치","[서울노동권익센터]프리랜서의 세금 고민 해결! 종합소득세 신고 가이드","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.05.13","-","","S20250205094049","서울특별시 민생노동국 노동정책과","중구","37.56632","126.97783","","","","ING","/upload/course/ASP00001/2025/05/S100120250513170924.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250513170924/01.mp4/playlist.m3u8","202505131451161747115476107","141442","1"
"ASP00001","S100120250502172949","202601163306402","사회/정치","서울시 주민자치 활성화 온라인 교육 : 주민자치에 대한 이해","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.05.02","-","","S20250514095711","서울특별시 행정국 자치행정과","중구","37.56632","126.97783","","","","ING","/upload/course/ASP00001/2025/05/S100120250502172949.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250502172949/01.mp4/playlist.m3u8","202505071956521746615412106","141424","1"
"ASP00001","S100120250502172254","202601163306402","사회/정치","바로 지금, 우리를 위한 스토킹 예방교육","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.05.02","-","","S20241119142130","서울특별시 여성가족실 양성평등담당관","중구","37.56632","126.97783","","","","ING","/upload/course/ASP00001/2025/05/S100120250502172254.jpg","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250502172254/01.mp4/playlist.m3u8","202505071954201746615260316","141423","1"
"ASP00001","S100120250502173351","202601163306402","사회/정치","서울시 주민자치 활성화 온라인 교육 : 주민자치 위원 협력?소통","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.05.02","-","","S20250514095711","서울특별시 행정국 자치행정과","중구","37.56632","126.97783","","","","ING","/upload/course/ASP00001/2025/05/S100120250502173351[1].png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250502173351/01.mp4/playlist.m3u8","202505071957021746615422091","141433","1"
"ASP00001","S100120250502173205","202601163306402","사회/정치","서울시 주민자치 활성화 온라인 교육 : 주민자치 위원 역량 강화","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.05.02","-","","S20250514095711","서울특별시 행정국 자치행정과","중구","37.56632","126.97783","","","","ING","/upload/course/ASP00001/2025/05/S100120250502173205[2].png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250502173205/01.mp4/playlist.m3u8","202505071956571746615417461","141428","1"
"ASP00001","C103720250428205003","202601164151855","응급/안전","스토킹 예방교육 -원하지 않는 관심, 사랑일까요?-","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.04.28","-","","C1037","한국양성평등교육진흥원","은평구","37.610863","126.935219","","","","ING","/upload/course/ASP00001/2025/04/C103720250428205003.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/C103720250428205003/01.mp4/playlist.m3u8","202504282042351745840555279","141422","1"
"ASP00001","P1000020250402202731","202601161206690","장애인식개선","고용노동부와 보건복지부가 함께하는 장애인식개선교육 “우리가 사는 법”","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.04.02","-","","P10000","한국장애인고용공단","분당구","37.348073","127.123001","","","","ING","/upload/course/ASP00001/2025/04/P1000020250402202731.jpg","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/P1000020250402202731/01.mp4/playlist.m3u8","202504022011401743592300015","141409","1"
"ASP00001","S100120250401200217","202601163306402","사회/정치","아파트 경비 노동자를 위한 노동법","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.04.01","-","","S20250205094049","서울특별시 민생노동국 노동정책과","중구","37.56632","126.97783","","","","ING","/upload/course/ASP00001/2025/04/S100120250401200217.jpg","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250401200217/01.mp4/playlist.m3u8","202504011957471743505067067","141398","1"
"ASP00001","P1000120250318195302","202601161492781","아동학대","아동학대 신고의무자 및 공공부문 종사자 아동학대 예방교육 (공통편)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.03.18","-","","P10001","아동권리보장원","","37.5726376","126.981075","","","","ING","/upload/course/ASP00001/2026/03/P1000120250318195302.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/P1000120250318195302/01.mp4/playlist.m3u8","202503181936331742294193601","141363","1"
"ASP00001","P1000120250318195754","202601161492781","아동학대","Child Abuse Prevention Training for Mandatory Reporters of Child Abuse and Public Sector Workers(for Workers in Early Childhood Institutions)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.03.18","-","","P10001","아동권리보장원","","37.5726376","126.981075","","","","ING","/upload/course/ASP00001/2026/03/P1000120250318195754.jpg","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/P1000120250318195754/01.mp4/playlist.m3u8","202503181936521742294212343","141369","1"
"ASP00001","P1000120250318200213","202601161492781","아동학대","Child Abuse Prevention Training for Mandatory Reporters of Child Abuse and Public Sector Workers(for Medical Institution Workers)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.03.18","-","","P10001","아동권리보장원","","37.5726376","126.981075","","","","ING","/upload/course/ASP00001/2026/03/P1000120250318200213.jpg","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/P1000120250318200213/01.mp4/playlist.m3u8","202503181937031742294223473","","1"
"ASP00001","P1000120250318195623","202601161492781","아동학대","아동학대 신고의무자 및 공공부문 종사자 아동학대 예방교육 (영유아기관 종사자 편)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.03.18","-","","P10001","아동권리보장원","","37.5726376","126.981075","","","","ING","/upload/course/ASP00001/2026/03/P1000120250318195623.jpg","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/P1000120250318195623/01.mp4/playlist.m3u8","202503181936461742294206362","141368","1"
"ASP00001","P1000120250318195439","202601161492781","아동학대","Child Abuse Prevention Training for Mandatory Reporters of Child Abuse and Public Sector Workers (Common)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.03.18","-","","P10001","아동권리보장원","","37.5726376","126.981075","","","","ING","/upload/course/ASP00001/2026/03/P1000120250318195439.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/P1000120250318195439/01.mp4/playlist.m3u8","202503181936401742294200641","","1"
"ASP00001","P1000120250318200053","202601161492781","아동학대","아동학대 신고의무자 및 공공부문 종사자 아동학대 예방교육 (의료기관 종사자 편)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.03.18","-","","P10001","아동권리보장원","","37.5726376","126.981075","","","","ING","/upload/course/ASP00001/2026/03/P1000120250318200053.jpg","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/P1000120250318200053/01.mp4/playlist.m3u8","202503181936571742294217731","141362","1"
"ASP00001","S100120250305191000","202601168120107","기타 법정의무","개인정보 처리자 수준별 교육-기본과정","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.03.05","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/03/S100120250305191000.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250305191000/01.mp4/playlist.m3u8","202503051856151741168575259","141313","1"
"ASP00001","S100120250305190750","202601168120107","기타 법정의무","개인정보 안전성 확보조치","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.03.05","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/03/S100120250305190750.jpg","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250305190750/01.mp4/playlist.m3u8","202503051855051741168505231","","1"
"ASP00001","S302920250226191121","202601163306402","사회/정치","하루에 하나씩! 5분 저작권","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.02.26","-","","S3029","한국저작권위원회","","","","","","","ING","/upload/course/ASP00001/2026/03/S302920250226191121.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S302920250226191121/01.mp4/playlist.m3u8","202502261852141740563534514","141084","1"
"ASP00001","S302920250226190954","202601163306402","사회/정치","저작권 왕초보 처음부터 배워요","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.02.26","-","","S3029","한국저작권위원회","","","","","","","ING","/upload/course/ASP00001/2026/03/S302920250226190954.jpg","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S302920250226190954/01.mp4/playlist.m3u8","202502261851301740563490649","141077","1"
"ASP00001","S302920250226191629","202601169333472","콘텐츠 제작","캐릭터 디자인 창작자를 위한 저작권 상식","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.02.26","-","","S3029","한국저작권위원회","","","","","","","ING","/upload/course/ASP00001/2026/03/S302920250226191629.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S302920250226191629/01.mp4/playlist.m3u8","202502261855341740563734772","141081","1"
"ASP00001","S302920250226191408","202601167756943","인공지능","생성형 AI와 저작권 이슈","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.02.26","-","","S3029","한국저작권위원회","","","","","","","ING","/upload/course/ASP00001/2025/04/S302920250226191408.jpg","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S302920250226191408/01.mp4/playlist.m3u8","202502261854261740563666032","141094","1"
"ASP00001","S100120250210100031","202601166310839","문제해결능력/사고력","매 순간 흔들려도 매일 우아하게","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.02.20","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250210100031.jpg","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250210100031/01.mp4/playlist.m3u8","S100120250210100031","140966","1"
"ASP00001","S100120250210100033","202601166310839","문제해결능력/사고력","Deep Thinking","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2025.02.20","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2025/thumbnails/S100120250210100033.jpg","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2025/S100120250210100033/01.mp4/playlist.m3u8","S100120250210100033","140978","1"
