시설ID,시설명,서비스분류코드,서비스분류명,자치구코드,자치구명,연령구분코드,연령구분,X좌표값,Y좌표값,우편번호,기본주소,상세주소,설립일,사용료무료여부,사용료,전용면적(평),학기시작시간,학기종료시간,방학시작시간,방학종료시간,재량휴일시작시간,재량휴일종료시간,토요일운영여부,토요일운영시작시간,토요일운영종료시간,월사용료무료여부,월자기부담금,월사용료,일사용료무료여부,일자기부담금,일사용료,상시돌봄정원수,일시돌봄정원수,전용면적(m2),자치구코드배열,아침돌봄서비스여부,등록일시,수정일시
GD220301,강동7호점 우리동네키움센터(천호2동),1001,우리동네키움센터,11740,강동구,1003,초등학생,127.12883,37.54521,5322,서울특별시 강동구 천중로 61,2층 (천호동),2022-04-26T00:00:00,,,25,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,84,,N,2022-03-18T10:57:00,2026-04-01T14:57:36
GN220302,강남7호점 우리동네키움센터(누리봄다함께키움센터),1009,융합형키움센터,11680,강남구,1003,초등학생,127.07416,37.49109,6346,서울특별시 강남구 영동대로 22,"일원스포츠문화센터 1층 (일원동, 디에이치 자이 개포)",2022-03-21T00:00:00,,,207.8,1100,2000,800,2000,800,2000,Y,900,1300,N,,50000,N,,2500,49,4,685.79,,N,2022-03-08T18:41:19,2026-04-23T16:05:46
GN220301,강남6호점 우리동네키움센터(논현다함께키움센터),1001,우리동네키움센터,11680,강남구,1003,초등학생,127.0418,37.51158,6103,서울특별시 강남구 봉은사로49길 26,B동 B101호 (논현동),2022-03-18T00:00:00,,,46.7,1000,1900,800,1900,900,1900,N,,,N,,50000,N,,2500,20,4,154.42,,N,2022-03-07T11:45:44,2026-04-23T13:09:41
DJ220201,동작12호점 우리동네키움센터(상도2동),1001,우리동네키움센터,11590,동작구,1003,초등학생,126.945798532629,37.5013199513455,7032,서울특별시 동작구 양녕로 220," (상도동, 상도역 롯데캐슬 파크엘) 상가2층",2022-03-16T00:00:00,,,25,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,82.88,,N,2022-02-25T13:18:41,2026-03-09T15:18:07
SM220201,서대문구7호점 우리동네키움센터,1001,우리동네키움센터,11410,서대문구,1003,초등학생,126.9194,37.57411,3710,서울특별시 서대문구 모래내로15길 56,2층 서대문구 7호점 우리동네키움센터 (남가좌동),2022-03-02T00:00:00,,,42,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,23,5,138.94,,N,2022-02-21T16:30:49,2025-12-01T16:36:11
GB220201,강북구 5호점 우리동네키움센터(송중동),1001,우리동네키움센터,11305,강북구,1003,초등학생,127.03024,37.62302,1159,서울특별시 강북구 도봉로34길 43-13,지상1~2층 (미아동),2022-03-02T00:00:00,,,48,1300,2000,900,2000,900,1800,N,,,N,,50000,N,,2500,20,4,161,,N,2022-02-07T08:53:35,2026-02-13T20:25:50
SM220102,서대문구6호점 우리동네키움센터,1001,우리동네키움센터,11410,서대문구,1003,초등학생,126.91877,37.5817,3671,서울특별시 서대문구 증가로20나길 2,2층 (북가좌동),2022-02-03T00:00:00,,,47,1300,1900,900,1800,900,1900,N,,,N,,50000,N,,2500,25,5,100,,N,2022-01-21T14:03:51,2025-12-31T10:52:00
SM220101,서대문구5호점 우리동네키움센터(천연동 친구랑),1001,우리동네키움센터,11410,서대문구,1003,초등학생,126.961086049817,37.5695682708422,3744,서울특별시 서대문구 독립문로 28,1-2층 (옥천동),2022-01-24T00:00:00,,,69.8,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,31,6,230.64,,N,2022-01-13T17:27:25,2026-01-30T10:06:24
MP220101,마포구7호점 우리동네키움센터(서강동),1001,우리동네키움센터,11440,마포구,1003,초등학생,126.92769,37.54586,4077,서울특별시 마포구 토정로 149,3층 (상수동),2022-02-18T00:00:00,,,37,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,125.25,,N,2022-01-12T14:07:15,2026-02-09T13:00:18
DB220102,도봉구 6호점 우리동네키움센터,1001,우리동네키움센터,11320,도봉구,1003,초등학생,127.03917,37.64257,1464,서울특별시 도봉구 덕릉로59아길 42,4층 (창동),2022-02-10T00:00:00,,,30.8,1100,1900,900,1800,900,1800,N,,,N,,20000,N,,2000,20,4,102,,N,2022-01-10T16:47:56,2025-01-02T10:15:05
DB220101,도봉구 5호점 융합형 우리동네키움센터(마을연계),1009,융합형키움센터,11320,도봉구,1003,초등학생,127.03144,37.65078,1442,서울특별시 도봉구 노해로 210,"4층, 3층 일부 (쌍문동)",2022-01-17T00:00:00,,,72.3,800,2000,800,2000,800,2000,Y,900,1300,N,,20000,N,,2000,30,6,239.09,,N,2022-01-03T15:49:21,2026-01-06T09:57:11
DM211201,동대문구 4호점 우리동네키움센터,1001,우리동네키움센터,11230,동대문구,1003,초등학생,127.056002789401,37.5745607997908,2540,서울특별시 동대문구 답십리로 141,"생활지원센터 B1, 우리동네키움센터 (답십리동, 래미안 미드카운티)",2022-01-20T00:00:00,,,47,1300,1900,900,1800,900,1800,N,900,1500,N,,50000,N,,2500,25,5,155,,N,2021-12-28T16:26:12,2026-04-08T16:35:54
JR211201,중랑구3호점 면목4동우리동네키움센터(중랑아동돌봄센터),1001,우리동네키움센터,11260,중랑구,1003,초등학생,127.085856106457,37.5725202670458,2255,서울특별시 중랑구 용마산로 209,"상가1동 1호 (면목동, 쌍용 더 플래티넘 용마산)",2022-01-10T00:00:00,,,27,1000,2000,900,2000,900,2000,N,,,N,,50000,N,,2500,22,4,91.07,,N,2021-12-28T14:33:10,2026-04-01T10:30:57
NW211202,노원27호점 우리동네키움센터(중계청구3차 아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.07571,37.6499,1742,서울특별시 노원구 중계로 233,"101동 104호 (중계동, 청구3차아파트)",2022-01-10T00:00:00,,,25.6,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,26,5,84.77,,N,2021-12-14T12:22:19,2025-10-20T14:55:59
NW211201,노원26호점 우리동네키움센터(중계온마을 아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.075,37.65971,1699,서울특별시 노원구 한글비석로 371,중계온마을센터 가동 1층 (중계동),2022-02-11T00:00:00,,,38,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,30,5,128,,N,2021-12-14T11:42:59,2025-10-15T11:40:34
NW211101,노원25호점 우리동네키움센터(하계어울림융합형 아이휴센터),1009,융합형키움센터,11350,노원구,1003,초등학생,127.07229,37.63601,1809,서울특별시 노원구 공릉로62길 18,하계어울림센터 3층 (하계동),2021-12-06T00:00:00,,,110,900,2000,900,2000,900,2000,Y,900,1300,N,,20000,N,,2500,40,8,365.68,,N,2021-11-22T15:32:08,2026-03-11T16:42:15
GJ211101,광진10호점 우리동네키움센터,1001,우리동네키움센터,11215,광진구,1003,초등학생,127.08540416159,37.5649140298851,4933,서울특별시 광진구 능동로 400,보건복지행정타운 별관 3층(엘리베이터 12호기 이용),2021-11-15T00:00:00,,,28,1000,2000,900,1800,1000,1800,N,,,N,,50000,,0,,20,4,98.7,,N,2021-11-16T14:07:38,2025-10-17T09:24:05
DJ211101,동작11호점 우리동네키움센터(상도4동),1001,우리동네키움센터,11590,동작구,1003,초등학생,126.93779,37.50061,6961,서울특별시 동작구 성대로29길 53,3층 (상도동),2021-11-01T00:00:00,,,51,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,30,6,169,,N,2021-11-01T19:05:46,2025-10-15T17:32:45
BP211001,제3호(종로?서대문권) 거점형 우리동네키움센터,1008,거점형키움센터,11110,종로구,1003,초등학생,126.96113,37.57214,3165,서울특별시 종로구 사직로 8,2~6층 (교북동),2021-10-27T00:00:00,,,,1300,2000,800,2000,800,2000,Y,1000,1800,,0,,N,,2500,0,23,,1141011110,N,2021-10-28T15:56:34,2026-04-22T14:23:01
YF211001,영등포12호점 우리동네키움센터(신길7동 아이랜드),1001,우리동네키움센터,11560,영등포구,1003,초등학생,126.92156,37.50601,7360,서울특별시 영등포구 여의대방로43길 7-5,1층 (신길동),2021-10-25T00:00:00,,,26,1100,1900,900,1900,900,1900,N,,,,0,,Y,,,20,4,85,,N,2021-10-21T15:08:57,2025-09-11T12:03:27
KC211001,금천구 2호점 우리동네키움센터(시흥2동),1001,우리동네키움센터,11545,금천구,1003,초등학생,126.914660845533,37.4503111018603,8656,서울특별시 금천구 금하로 763,벽산중심상가동 302호 (시흥동),2021-09-14T00:00:00,,,31,1000,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,20,4,103.28,,N,2021-10-12T19:34:00,2026-01-02T14:34:39
SC211002,서초5호점 우리동네키움센터(서초구립 방배동 초등키움센터),1001,우리동네키움센터,11650,서초구,1003,초등학생,126.99406,37.48536,6672,서울특별시 서초구 서초대로24길 48,2층 (방배동),2021-11-12T00:00:00,,,33,1300,1900,900,1800,900,1800,N,,,Y,0,,Y,0,,20,4,112,,N,2021-10-07T11:45:15,2026-02-26T14:44:07
SP211001,송파16호점 우리동네키움센터(문정1동 송파키움센터),1001,우리동네키움센터,11710,송파구,1003,초등학생,127.12788,37.49014,5796,서울특별시 송파구 송이로 198-1,2층 (문정동),2021-10-01T00:00:00,,,42.35,1300,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,30,6,168.36,,N,2021-10-05T17:10:43,2025-10-20T14:26:16
GD211001,강동6호점 아이플러스키움센터(융합형),1009,융합형키움센터,11740,강동구,1003,초등학생,127.12715,37.54822,5318,서울특별시 강동구 올림픽로 752,3층 (천호동),2021-11-01T00:00:00,,,100,900,2000,800,2000,900,2000,Y,900,1300,N,,50000,N,,2500,40,8,346,,N,2021-10-05T16:57:00,2026-03-17T14:35:18
SC211001,서초6호점 우리동네키움센터 (서초구립 서초동 초등키움센터),1001,우리동네키움센터,11650,서초구,1003,초등학생,127.01087,37.48195,6710,서울특별시 서초구 반포대로5길 14,신영빌딩 2층 (서초동),2021-11-30T00:00:00,,,30,1300,1900,900,1800,900,1800,N,,,Y,0,,,0,,20,4,100,,N,2021-10-05T13:13:48,2025-10-15T17:54:04
SB210903,성북7호점 우리동네키움센터(길음1동),1001,우리동네키움센터,11290,성북구,1003,초등학생,127.02002,37.61163,2723,서울특별시 성북구 길음로 118,"e편한세상 404동 101호 (길음동, 길음뉴타운)",2021-10-01T00:00:00,,,35,1000,1900,900,1800,1000,1900,N,,,N,,50000,N,,2500,20,4,87,,N,2021-09-24T16:48:21,2026-03-25T09:33:39
SC210901,서초4호점 우리동네키움센터 (서초구립 반포동 초등키움센터),1001,우리동네키움센터,11650,서초구,1003,초등학생,127.01101,37.50997,6522,서울특별시 서초구 신반포로33길 22,반포종합사회복지관 2층 (잠원동),2021-11-12T00:00:00,,,40.535,1300,1900,900,1800,900,1800,N,,,Y,,,Y,,,25,5,134,,N,2021-09-23T17:47:36,2026-02-06T17:49:32
SB210902,성북6호점 우리동네키움센터(돈암2동),1001,우리동네키움센터,11290,성북구,1003,초등학생,127.013163006428,37.6002338902528,2826,서울특별시 성북구 아리랑로 89,"우리동네키움센터 성북6호점 (돈암동, 일신건영휴먼빌아파트)",2021-10-01T00:00:00,,,46.3,1000,2000,900,1800,900,1800,N,,,N,,50000,N,,2500,30,6,152.79,,N,2021-09-13T14:19:39,2025-10-24T11:35:24
MP210901,마포구6호점 우리동네키움센터(염리동),1001,우리동네키움센터,11440,마포구,1003,초등학생,126.948705174888,37.5546923155596,4123,서울특별시 마포구 대흥로24길 50,1층 (염리동),2021-10-18T00:00:00,,,63,1000,1900,900,1800,900,1900,N,,,N,,50000,N,,2500,24,4,208.37,,N,2021-09-03T12:59:24,2026-01-30T14:51:50
GR210801,구로17호점 우리동네키움센터(오정),1001,우리동네키움센터,11530,구로구,1003,초등학생,126.829847342357,37.488963176,8358,서울특별시 구로구 오리로13가길 30,"1층 (오류동, 동보아파트 상가)",2021-09-01T00:00:00,,,20,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,90.4,,N,2021-08-24T15:38:12,2026-01-05T17:50:33
SB210805,성북10호점 우리동네키움센터 (종암동),1001,우리동네키움센터,11290,성북구,1003,초등학생,127.03147,37.60009,2803,서울특별시 성북구 종암로25길 29,2층 (종암동),2021-09-01T00:00:00,,,51,1300,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,30,6,168.7,,N,2021-08-13T10:08:09,2023-12-26T16:36:29
YF210801,영등포11호점 우리동네키움센터(영등포동 아이랜드),1001,우리동네키움센터,11560,영등포구,1003,초등학생,126.91387001151,37.5238393433397,7247,서울특별시 영등포구 버드나루로7길 16,2층 (영등포동7가),2021-09-01T00:00:00,,,40,1300,1900,900,1900,900,1900,N,,,,0,,Y,0,,25,5,132,,N,2021-08-12T20:18:24,2026-03-24T17:32:03
SB210803,성북5호점 우리동네키움센터(정릉2동),1001,우리동네키움센터,11290,성북구,1003,초등학생,127.00792,37.6007,2821,서울특별시 성북구 아리랑로19다길 12,성북5호점 우리동네키움센터 (정릉동),2021-09-01T00:00:00,,,58,900,1900,800,1900,900,1900,N,700,1900,N,,50000,N,,2500,30,6,194.22,,N,2021-08-11T10:53:16,2026-02-09T15:25:39
SB210801,성북3호점 우리동네키움센터(동선동),1001,우리동네키움센터,11290,성북구,1003,초등학생,127.01562,37.59531,2830,서울특별시 성북구 아리랑로 27-3,"2층, 3층 (동소문동6가)",2021-09-01T00:00:00,,,45,1000,2000,800,1900,1000,1900,N,,,N,,50000,N,,2500,30,6,149,,N,2021-08-10T17:15:48,2026-04-14T10:53:10
GD210701,강동5호점 고덕2동 우리동네키움센터,1001,우리동네키움센터,11740,강동구,1003,초등학생,127.16246,37.56053,5220,서울특별시 강동구 동남로82길 97,3층 (고덕동),2021-08-02T00:00:00,,,50,1000,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,25,5,175,,N,2021-07-29T17:11:04,2025-10-23T10:01:19
JG210701,중구7호점 우리동네키움센터(중구 초등돌봄 동화키움센터),1001,우리동네키움센터,11140,중구,1003,초등학생,127.01497,37.56077,4586,서울특별시 중구 청구로6길 20,효종빌딩 2층 (신당동),2021-07-16T00:00:00,,,20,1100,2000,800,2000,800,2000,N,,,Y,,,Y,0,,20,4,66,,N,2021-07-21T10:49:30,2025-10-16T09:21:22
YF210702,영등포10호점 우리동네키움센터(신길5동 아이랜드),1001,우리동네키움센터,11560,영등포구,1003,초등학생,126.90895,37.50381,7397,서울특별시 영등포구 신길로29길 5,2층 (신길동),2021-07-12T00:00:00,,,25,900,1900,900,1900,900,1900,N,,,,0,,Y,0,,20,4,84,,N,2021-07-11T16:58:03,2025-01-02T09:14:19
YF210701,영등포9호점 우리동네키움센터(대림3동 아이랜드),1001,우리동네키움센터,11560,영등포구,1003,초등학생,126.8952,37.50072,7377,서울특별시 영등포구 대림로41길 18,2층 (대림동),2021-07-12T00:00:00,,,23,900,1900,900,1900,900,1900,N,,,,0,,Y,0,,20,4,78,,N,2021-07-11T16:54:45,2026-01-02T10:31:58
GJ210601,광진9호점 우리동네키움센터,1001,우리동네키움센터,11215,광진구,1003,초등학생,127.0929,37.5479,4981,서울특별시 광진구 천호대로 716,"별관 1호 (구의동, 아차산 포레안)",2021-07-01T00:00:00,,,21.3,1300,2000,900,1800,900,1800,N,,,N,,50000,N,,2500,16,1,70.56,,N,2021-06-22T13:18:51,2025-06-18T11:23:41
MP210603,마포5호점 우리동네키움센터(아현동),1001,우리동네키움센터,11440,마포구,1003,초등학생,126.9498,37.54519,4147,서울특별시 마포구 백범로31길 8,"공덕sk리더스뷰 (공덕동, 공덕SK리더스뷰) 201동 3층(동아냉면 옆)",2021-06-28T00:00:00,,,73,1300,1900,800,1900,900,1900,N,,,N,,50000,N,,2500,30,6,243.67,,N,2021-06-15T18:26:35,2025-02-03T19:09:03
EP210601,은평9호점 우리동네키움센터,1001,우리동네키움센터,11380,은평구,1003,초등학생,126.90744,37.59634,3440,서울특별시 은평구 가좌로11길 7,2층 (신사동),2021-07-19T00:00:00,,,24,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,78.46,,N,2021-06-09T16:11:36,2025-09-03T15:57:05
MP210601,마포4호점 융합형 우리동네키움센터(공덕동),1009,융합형키움센터,11440,마포구,1003,초등학생,126.95994,37.54879,4185,서울특별시 마포구 만리재로 96,"2~3층 (공덕동, 공덕헤리지움)",2021-06-28T00:00:00,,,86.83,1200,2000,800,2000,800,2000,Y,900,1400,N,,50000,N,,2500,32,6,332.74,,N,2021-06-03T17:22:50,2025-10-16T14:42:42
JN210401,종로구5호점 우리동네키움센터,1001,우리동네키움센터,11110,종로구,1003,초등학생,126.96005,37.57583,3024,서울특별시 종로구 통일로18길 34,"203동 지하 2층 (무악동, 인왕산2차아이파크아파트)",2021-05-31T00:00:00,,,37.1,900,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,20,4,122.69,,N,2021-04-27T15:51:02,2026-03-09T13:41:30
GR210401,구로16호점 우리동네키움센터(궁동),1001,우리동네키움센터,11530,구로구,1003,초등학생,126.82963,37.49903,8249,서울특별시 구로구 오리로22길 5,1층 (궁동),2021-05-01T00:00:00,,,21,1000,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,20,4,70.56,,N,2021-04-26T10:07:17,2025-10-15T18:13:30
GD210402,강동4호점 성내1동 우리동네키움센터,1001,우리동네키움센터,11740,강동구,1003,초등학생,127.125067829817,37.5264197350612,5400,서울특별시 강동구 성내로6다길 55,"109동 2층 201호 (성내동, 서도휴빌)",2021-05-10T00:00:00,,,26,1000,1900,900,1800,900,1900,N,,,N,,50000,N,,2500,20,4,88.95,,N,2021-04-16T11:13:00,2026-02-24T15:19:24
GR210311,구로15호점 융합형 우리동네키움센터(개봉동),1009,융합형키움센터,11530,구로구,1003,초등학생,126.85782,37.4909,8332,서울특별시 구로구 개봉로18길 35,2~3층 (개봉동),2021-04-01T00:00:00,,,91,800,2000,800,2000,800,2000,Y,800,1400,N,,50000,N,,2500,30,6,302,,Y,2021-03-23T18:35:29,2025-12-15T18:39:08
GR210310,구로14호점 우리동네키움센터(구로3동),1001,우리동네키움센터,11530,구로구,1003,초등학생,126.89085,37.48683,8375,서울특별시 구로구 디지털로31길 93,구로종합사회복지관 2층 (구로동),2021-04-01T00:00:00,,,29,1000,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,25,4,96.48,,N,2021-03-23T16:31:10,2026-02-20T16:41:04
DJ210301,동작10호점 융합형 우리동네키움센터(대방동),1009,융합형키움센터,11590,동작구,1003,초등학생,126.92518,37.4996,7055,서울특별시 동작구 상도로 42,2층 (대방동),2021-05-03T00:00:00,,,69,800,2000,800,2000,800,2000,Y,800,1200,N,,50000,N,,2500,35,7,230.85,,N,2021-03-17T11:01:14,2026-03-03T14:04:09
GJ210301,광진8호점 우리동네키움센터,1001,우리동네키움센터,11215,광진구,1003,초등학생,127.08463,37.5428,5038,서울특별시 광진구 자양로 170,2층 (구의동),2021-04-01T00:00:00,,,45.6,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,26,4,151,,N,2021-03-15T14:21:57,2026-02-04T12:32:39
GS210302,강서4호점 우리동네키움센터(방화2동),1001,우리동네키움센터,11500,강서구,1003,초등학생,126.807638560129,37.5714189365207,7602,서울특별시 강서구 양천로10길 38,"106동 105호 (방화동, 신마곡벽산블루밍)",2021-03-10T00:00:00,,,80,900,1900,900,1800,900,1900,N,,,N,,50000,N,,2500,25,5,267,,N,2021-03-08T11:57:36,2026-01-02T13:26:06
GS210301,강서3호점 우리동네키움센터(화곡본동),1001,우리동네키움센터,11500,강서구,1003,초등학생,126.84605,37.54109,7722,서울특별시 강서구 까치산로6길 49,1층 (화곡동),2021-03-09T00:00:00,,,40,900,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,20,4,132,,N,2021-03-05T11:07:20,2025-10-16T18:19:52
GA210202,관악1호점 우리동네키움센터,1001,우리동네키움센터,11620,관악구,1003,초등학생,126.94171,37.47612,8829,서울특별시 관악구 참숯5길 38,1층 우리동네키움센터 관악1호점 (신림동),2021-03-08T00:00:00,,,31,1300,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,20,4,102.85,,N,2021-02-23T19:32:07,2025-12-23T15:47:47
GA210201,관악2호점 우리동네키움센터,1001,우리동네키움센터,11620,관악구,1003,초등학생,126.92871,37.47852,8843,서울특별시 관악구 문성로32길 18,3층 (신림동),2021-03-08T00:00:00,,,28.15,1300,2000,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,93.085,,N,2021-02-23T15:48:06,2024-09-02T11:28:51
SB210203,성북9호점 우리동네키움센터(정릉4동) *서울형 아침돌봄 선정 센터,1001,우리동네키움센터,11290,성북구,1003,초등학생,127.00981,37.6101,2717,서울특별시 성북구 보국문로16길 2,2층 (정릉동),2021-03-02T00:00:00,,,30,700,2000,700,1900,900,1900,N,,,N,,50000,N,,2500,23,5,90,,Y,2021-02-18T18:34:54,2025-05-01T09:00:26
SB210202,성북4호점 우리동네키움센터(장위2동),1001,우리동네키움센터,11290,성북구,1003,초등학생,127.05296,37.61141,2770,서울특별시 성북구 장위로40다길 10,성북4호점 우리동네키움센터 (장위동),2021-03-02T00:00:00,,,37,900,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,30,6,124,,N,2021-02-18T17:22:39,2025-10-17T13:28:38
EP210206,은평7호점 우리동네키움센터,1001,우리동네키움센터,11380,은평구,1003,초등학생,126.90834,37.61331,3426,서울특별시 은평구 서오릉로17길 19-1,1층 (구산동),2021-03-08T00:00:00,,,39,1000,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,30,6,131.32,,N,2021-02-16T20:04:13,2026-01-16T18:36:11
EP210205,은평8호점 융합형 우리동네키움센터(불광)*서울형 아침돌봄 운영센터,1009,융합형키움센터,11380,은평구,1003,초등학생,126.92796,37.62303,3347,서울특별시 은평구 연서로40길 2,"1층, 2층 (불광동)",2021-03-15T00:00:00,,,71.23,1300,2000,800,2000,900,2000,Y,800,1200,N,,50000,N,,2500,40,8,235.48,,Y,2021-02-16T17:30:15,2026-04-30T17:46:25
EP210204,은평5호점 우리동네키움센터,1001,우리동네키움센터,11380,은평구,1003,초등학생,126.92943,37.6466,3304,서울특별시 은평구 진관4로 78-7,"604동 1층 (진관동, 은평뉴타운상림마을) ",2021-03-08T00:00:00,,,33,1300,2000,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,106.31,,N,2021-02-16T15:32:03,2026-01-21T10:19:48
SB210201,성북8호점 우리동네키움센터(길음2동),1001,우리동네키움센터,11290,성북구,1003,초등학생,127.027588760796,37.6103863890739,2727,서울특별시 성북구 숭인로 50,"114동 1층 주민공동시설 (길음동, 래미안길음센터피스)",2021-03-02T00:00:00,,,32.2,900,2000,900,2000,900,2000,N,,,N,,50000,N,,2500,26,5,106.5,,N,2021-02-09T23:58:28,2025-11-07T13:14:05
SM210201,서대문4호점 우리동네키움센터(홍은2동),1001,우리동네키움센터,11410,서대문구,1003,초등학생,126.934278553348,37.5801556606994,3658,서울특별시 서대문구 모래내로 334,4층(서대문구청 4별관) (홍은동),2021-02-22T00:00:00,,,42.6,1200,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,25,5,140.63,,Y,2021-02-09T17:45:41,2025-12-08T08:47:26
EP210203,은평6호점 우리동네키움센터,1001,우리동네키움센터,11380,은평구,1003,초등학생,126.927955619072,37.6060280788104,3377,서울특별시 은평구 녹번로7길 36,은평6호점우리동네키움센터 (녹번동) 지하1층,2021-03-08T00:00:00,,,23,1000,2000,900,1900,900,1800,Y,,,N,,50000,N,,2500,20,4,73,,N,2021-02-05T14:59:55,2025-09-13T09:09:50
DJ210206,동작9호점 우리동네키움센터(대방동),1001,우리동네키움센터,11590,동작구,1003,초등학생,126.928095010526,37.5110178655792,6941,서울특별시 동작구 알마타길 28,1층 (대방동),2021-02-22T00:00:00,,,24,1200,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,20,4,79.54,,N,2021-02-04T14:52:13,2025-12-31T19:00:41
DJ210205,동작8호점 우리동네키움센터(사당3동),1001,우리동네키움센터,11590,동작구,1003,초등학생,126.976588182761,37.4838664837857,7005,서울특별시 동작구 사당로 261,1층 (사당동),2021-02-22T00:00:00,,,25,900,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,20,4,85.48,,N,2021-02-04T14:44:09,2026-01-02T11:21:28
DJ210204,동작7호점 우리동네키움센터(사당2동),1001,우리동네키움센터,11590,동작구,1003,초등학생,126.981754000588,37.4893087805502,6997,서울특별시 동작구 동작대로29가길 30,2층 (사당동),2021-02-22T00:00:00,,,25,1300,1900,900,1800,900,1900,N,,,N,,50000,N,,2500,20,4,85.37,,N,2021-02-04T14:38:17,2026-04-24T15:41:45
DJ210203,동작6호점 우리동네키움센터(신상도),1001,우리동네키움센터,11590,동작구,1003,초등학생,126.941584224401,37.5001534833015,7047,서울특별시 동작구 양녕로29길 50,1~2층 (상도동),2021-02-22T00:00:00,,,45,1300,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,30,6,149.75,,N,2021-02-04T14:31:42,2026-02-06T09:26:47
DJ210202,동작5호점 우리동네키움센터(상도1동),1001,우리동네키움센터,11590,동작구,1003,초등학생,126.953537003538,37.5008788860097,6971,서울특별시 동작구 상도로53길 41,2층 (상도동),2021-02-22T00:00:00,,,33,900,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,25,5,111.72,,N,2021-02-04T14:25:20,2025-11-03T14:59:43
DJ210201,동작4호점 우리동네키움센터(노량진1동),1001,우리동네키움센터,11590,동작구,1003,초등학생,126.940411674816,37.5103324533455,6924,서울특별시 동작구 장승배기로 142-1,2층 (노량진동),2021-02-22T00:00:00,,,42,1300,1900,900,1900,900,1900,N,900,1800,N,,50000,N,,2500,30,6,139.68,,N,2021-02-04T14:16:20,2026-01-05T18:01:23
SD210101,성동11호점 우리동네키움센터(신금호아이꿈누리터),1001,우리동네키움센터,11200,성동구,1003,초등학생,127.02076,37.55448,4727,서울특별시 성동구 행당로 6,103호 (금호동1가),2021-01-27T00:00:00,,,28,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,90.75,,N,2021-01-27T13:48:16,2026-01-02T13:06:25
YC210101,양천구 3호점 우리동네키움센터,1001,우리동네키움센터,11470,양천구,1003,초등학생,126.8457,37.51793,8069,서울특별시 양천구 남부순환로83길 54,양천구3호점 우리동네키움센터 (신월동),2021-01-25T00:00:00,,,44.74,1100,2000,900,1800,900,1800,N,1000,1700,N,,50000,N,,2500,25,5,147.65,,N,2021-01-25T11:54:20,2026-03-05T10:56:08
YS210101,용산구7호점 우리동네키움센터 ,1001,우리동네키움센터,11170,용산구,1003,초등학생,126.99465,37.52047,4398,서울특별시 용산구 서빙고로 279,"서빙고동주민센터, 4층 (서빙고동)",2021-01-29T00:00:00,,,40,800,1900,800,1900,800,1900,N,,,N,,50000,N,,2500,30,6,132,,N,2021-01-22T10:11:45,2026-04-21T09:27:09
KC210101,금천구 3호점 우리동네키움센터(시흥1동),1001,우리동네키움센터,11545,금천구,1003,초등학생,126.90083,37.44666,8637,서울특별시 금천구 시흥대로39길 46,상가 3층 (시흥동),2021-01-20T00:00:00,,,38,1000,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,125,,N,2021-01-20T11:31:36,2026-01-05T09:01:06
SP210101,송파15호점 우리동네키키움센터(잠실본동2호점 송파키움센터),1009,융합형키움센터,11710,송파구,1003,초등학생,127.08268,37.50612,5569,서울특별시 송파구 백제고분로 139,극동빌딩 B동 2층 (잠실동),2021-01-18T00:00:00,,,63.5,1200,2000,800,2000,900,2000,Y,900,1300,N,,50000,N,,2500,45,9,210,,N,2021-01-16T14:43:32,2026-03-06T13:25:12
