"조서관리코드","프로젝트코드","지자체","조서유형(구분)","이전 조서관리코드","최상위 조서관리코드","대분류","중분류","소분류","위치명","지역명","면적기정","면적증감코드","면적변경","면적변경후","결정고시관리코드"
"11000UTZ200601203596","11000PPL200601179549","서울특별시","신설","","11000UTZ200601203596","특별계획구역","","","동아아파트 부지","고덕택지지구단위계획구역","","","","4132.7","11000NTC200601179549"
"11000UTZ201312023156","11000PPL201309266950","서울특별시","신설","","11000UTZ201312023156","지구단위계획구역","","","마포구 신촌로,  서대문구 신촌로타리 일대","신촌지구일대 지구단위계획구역","","1","546186","546186","11000NTC201309266950"
"11000UTZ201505063261","11000PPL201412267372","서울특별시","변경","11000UTZ201312023156","11000UTZ201312023156","지구단위계획구역","","","","신촌지구일대지구단위계획구역","546186","1","383.8","546569.8","11000NTC201412267372"
"11000UTZ201505063261","11000PPL201412267372","서울특별시","변경","11000UTZ201312023156","11000UTZ201312023156","지구단위계획구역","","","","신촌지구일대지구단위계획구역","546186","1","383.8","546569.8","11000NTC201412267372"
"11000UTZ201704243405","11000PPL201610207911","서울특별시","변경","11000UTZ201505063261","11000UTZ201312023156","지구단위계획구역","","","마포구 서대문구 신촌로터리 일대","신촌지구일대 지구단위계획구역","546569.8","2","306.5","546263.3","11000NTC201610207911"
"11000UTZ201704243405","11000PPL201610207911","서울특별시","변경","11000UTZ201505063261","11000UTZ201312023156","지구단위계획구역","","","마포구 서대문구 신촌로터리 일대","신촌지구일대 지구단위계획구역","546569.8","2","306.5","546263.3","11000NTC201610207911"
"11000UTZ201704243405","11000PPL201610207911","서울특별시","변경","11000UTZ201505063261","11000UTZ201312023156","지구단위계획구역","","","마포구 서대문구 신촌로터리 일대","신촌지구일대 지구단위계획구역","546569.8","2","306.5","546263.3","11000NTC201610207911"
"11000UTZ201211303027","11000PPL201204126464","서울특별시","변경","11000UTZ201112062932","11000UTZ201009132720","지구단위계획구역","","","강서구 가양동 52-1호 일원","화이트코리아부지 제1종지구단위계획구역","59968","","","59968","11000NTC201204126464"
"11000UTZ201311183139","11000PPL201310106962","서울특별시","변경","11000UTZ201211303027","11000UTZ201009132720","지구단위계획구역","","","강서구 가양동 1500번지 일원","화이트코리아부지 지구단위계획구역","59968","1","324.8","60292.8","11000NTC201310106962"
"11000UTZ201311183139","11000PPL201310106962","서울특별시","변경","11000UTZ201211303027","11000UTZ201009132720","지구단위계획구역","","","강서구 가양동 1500번지 일원","화이트코리아부지 지구단위계획구역","59968","1","324.8","60292.8","11000NTC201310106962"
"11000UTZ201311183139","11000PPL201310106962","서울특별시","변경","11000UTZ201211303027","11000UTZ201009132720","지구단위계획구역","","","강서구 가양동 1500번지 일원","화이트코리아부지 지구단위계획구역","59968","1","324.8","60292.8","11000NTC201310106962"
"11440UTZ202304040003","11440PPL202304040005","마포구","변경","11440UTZ202304040001","","지구단위계획구역","","","서대문구, 마포구  신촌로터리 일대","신촌지구일대  지구단위계획구역","546187.3","1","2067.9","548255.2","11440NTC202305310005"
"11000UTZ201205112980","11000PPL201201266393","서울특별시","변경","11000UTZ200206273989","11000UTZ200206273989","지구단위계획구역","","","영등포구 문래동, 영등포동, 당산동 일대","영등포지역부도심권 제1종지구단위계획 구역","1060455","2","258595","801860","11000NTC201201266393"
"11000UTZ202301190004","11000PPL202403290004","서울특별시","변경","11000UTZ202301190001","","지구단위계획구역","","","중구 봉래동 ~ 용산구 한강로 일대","용산 지구단위계획구역","3503600.61","2","31242.8","3472357.81","11000NTC202403290006"
"11000UTZ201811230095","11000PPL201811080003","서울특별시","변경","11000UTZ200205086095","11000UTZ200205086095","특별계획구역","","","화양동 111-85호 일대","화양1지구 지구단위계획구역 ","2526","1","6","2532","11000NTC201811080003"
"11000UTZ202512260012","11000PPL202512260010","서울특별시","신설","","","특별계획구역","","","노원구 하계동 284","중계지구지구단위계획구역","0","1","50993.7","50993.7","11000NTC202512260005"
"11000UTZ202412260005","11000PPL202412260002","서울특별시","신설","","","특별계획구역","","","송파구 신천동 20-4대","잠실아파트지구 지구단위계획구역","0","1","112558.5","112558.5","11000NTC202412260001"
"11305UTZ202404110001","11305PPL202404110001","강북구","신설","","","지구단위계획구역","","","강북구 수유동  413-11번지 외 3필지","수유북부시장  지구단위계획구역","0","1","3758","3758","11305NTC202404110001"
"11000UTZ200207123995","11000PPL200207122868","서울특별시","실효","","11000UTZ200207123995","지구단위계획구역","","","둔총동 170, 172, 174, 176, 178, 180번지 일대","둔촌동 주공아파트 대지조성사업지구","619103","","","0","11000NTC200207122868"
"11000UTZ201205114077","11000PPL201201266393","서울특별시","변경","11000UTZ200206276162","11000UTZ200206276162","특별계획구역","","","영등포구 영등포동4가 431-6번지일대 외5구역","","16890","1","24685","41575","11000NTC201201266393"
"11000UTZ201205114077","11000PPL201201266393","서울특별시","변경","11000UTZ200206276162","11000UTZ200206276162","특별계획구역","","","영등포구 영등포동4가 431-6번지일대 외5구역","","16890","1","24685","41575","11000NTC201201266393"
"11000UTZ201805314500","11000PPL200802289483","서울특별시","신설","","11000UTZ201805314500","특별계획구역","","","봉천동 923-1번지 일대","","","","6758","6758","11000NTC200802289483"
"11650UTZ202211090006","11650PPL202211090008","서초구","신설","","","특별계획구역","","","서초동 1357-49번지 일대 ","서초동 1342번지 일대 지구단위계획구역 ","0","1","6138","6138","11650NTC202302130003"
"11000UTZ202105110003","11000PPL202105110010","서울특별시","폐지","11000UTZ202006180011","","특별계획구역","","","중구 을지로4가 106-3일대","","2888.8","","","0","11000NTC202105110007"
"11000UTZ201805314495","11000PPL200802289483","서울특별시","신설","","11000UTZ201805314495","특별계획구역","","","봉천동 922-1번지 일대","","","","6115","6115","11000NTC200802289483"
"11650UTZ202308160003","11650PPL202308160003","서울특별시","신설","","","특별계획구역","","","양재동 231","양재택지 지구단위계획구역","0","1","22937.98","22937.98","11650NTC202309080003"
"11000UTZ200411204514","11000PPL200411207207","서울특별시","신설","","11000UTZ200411204514","지구단위계획구역","","","구로구 천왕동 27번지 일원","","0","","","485000","11000NTC200411207207"
"11000UTZ199802131016","11000PPL199802137668","서울특별시","변경","11000UTZ199607130749","11000UTZ199802131016","지구단위계획구역","","","성북구 보문동4가 1-1일대","보문생활권중심 도시설계지구","40100","","","45880","11000NTC199802137668"
"11000UTZ199802131016","11000PPL199802137668","서울특별시","변경","11000UTZ199607130749","11000UTZ199802131016","지구단위계획구역","","","성북구 보문동4가 1-1일대","보문생활권중심 도시설계지구","40100","","","45880","11000NTC199802137668"
"11000UTZ200911243834","11000PPL200911194116","서울특별시","신설","","11000UTZ200911243834","특별계획구역","","","신당동 366-1 일원","","","","","5580","11000NTC200911194116"
"11260UTZ202111080003","11260PPL202111080004","중랑구","폐지","11000UTZ200811193691","","특별계획구역","","","면목동 115-1번지 일원","","2650.5","","","0","11000NTC202112060002"
"11000UTZ202012020102","11000PPL202012020038","서울특별시","신설","","","특별계획구역","","","광진구 중곡동 29-35 일대","","0","","","5655.5","11000NTC202012020038"
"11650UTZ202205020001","11650PPL202205020002","서초구","신설","","","지구단위계획구역","","","서초구 잠원동 50-5번지","신반포12차아파트 지구단위계획구역","0","","","17712.2","11650NTC202205020002"
"11000UTZ201107073965","11000PPL201012025681","서울특별시","신설","","11000UTZ201107073965","특별계획구역","","","용산구 한강로2가 144-2 일대","","","1","6497","6497","11000NTC201012025681"
"11000UTZ200909112602","11000PPL200710181508","서울특별시","변경","11000UTZ200101273773","11000UTZ200101273773","지구단위계획구역","","","관악구 신림동 1428번지 일대","신림지구중심 제1종지구단위계획구역","432300","1","66288","498588","11000NTC200710181508"
"11000UTZ200909112602","11000PPL200710181508","서울특별시","변경","11000UTZ200101273773","11000UTZ200101273773","지구단위계획구역","","","관악구 신림동 1428번지 일대","신림지구중심 제1종지구단위계획구역","432300","1","66288","498588","11000NTC200710181508"
"11000UTZ201109152879","11000PPL201109016217","서울특별시","변경","11000UTZ200909112602","11000UTZ200101273773","지구단위계획구역","","","관악구 신림동 1428번지 일대","신림지구중심 제1종지구단위계획구역","498588","","","498588","11000NTC201109016217"
"11000UTZ201109152879","11000PPL201109016217","서울특별시","변경","11000UTZ200909112602","11000UTZ200101273773","지구단위계획구역","","","관악구 신림동 1428번지 일대","신림지구중심 제1종지구단위계획구역","498588","","","498588","11000NTC201109016217"
"11000UTZ201712043507","11000PPL201709288300","서울특별시","변경","11000UTZ201109152879","11000UTZ200101273773","지구단위계획구역","","","관악구 신림동 1428 일대","신림지구중심 지구단위계획구역","498588","1","992","499580","11000NTC201709288300"
"11000UTZ201712043507","11000PPL201709288300","서울특별시","변경","11000UTZ201109152879","11000UTZ200101273773","지구단위계획구역","","","관악구 신림동 1428 일대","신림지구중심 지구단위계획구역","498588","1","992","499580","11000NTC201709288300"
"11230UTZ202309190001","11230PPL202309190009","동대문구","변경","","","지구단위계획구역","","","용두동 14-1번지 일대","용두1(6지구) 재정비촉진구역","20780.4","1","0","20780.4","11230NTC202309260002"
"11000UTZ201903210025","11000PPL201903213050","서울특별시","변경","11000UTZ200206274313","11000UTZ200206274313","특별계획구역","","","증산동 223-18번지 일대 ","수색?DMC 주변지역","1599","1","490","2089","11000NTC201903213050"
"11000UTZ201903210025","11000PPL201903213050","서울특별시","변경","11000UTZ200206274313","11000UTZ200206274313","특별계획구역","","","증산동 223-18번지 일대 ","수색?DMC 주변지역","1599","1","490","2089","11000NTC201903213050"
"11000UTZ200205153947","11000PPL200205152545","서울특별시","변경","11000UTZ199803181090","11000UTZ200205153947","지구단위계획구역","","","서대문구 미근동 21번지 일대","충정 지구단위계획구역","25300","","","24230","11000NTC200205152545"
"11000UTZ200205153947","11000PPL200205152545","서울특별시","변경","11000UTZ199803181090","11000UTZ200205153947","지구단위계획구역","","","서대문구 미근동 21번지 일대","충정 지구단위계획구역","25300","","","24230","11000NTC200205152545"
"11000UTZ202007090001","11000PPL202007090012","서울특별시","신설","","","특별계획구역","","","용산구 한강로3가 23-1,410-1051 일대","용산지구단위계획구역","0","","","13963","11000NTC202007090012"
"11000UTZ201710253471","11000PPL201404217170","서울특별시","변경","11000UTZ201101242756","11000UTZ201101242756","지구단위계획구역","","","구로구 항동 일원","서울항동공공주택지구 지구단위계획구역","664431","1","1135","665566","11000NTC201404217170"
