"조서관리코드","프로젝트코드","지자체","조서유형(구분)","이전 조서관리코드","최상위 조서관리코드","대분류","중분류","소분류","위치명","지역명","면적기정","면적증감코드","면적변경","면적변경후","결정고시관리코드"
"11000UTZ201107073967","11000PPL201012025681","서울특별시","신설","","11000UTZ201107073967","특별계획구역","","","용산구 원효로1가 43-8 일대","","","1","3274","3274","11000NTC201012025681"
"11000UTZ200603232247","11000PPL200603169785","서울특별시","신설","","11000UTZ200603232247","지구단위계획구역","","","도봉구 도봉동 280번지 일원","새동네 ? 안골","","1","68218","68218","11000NTC200603169785"
"11000UTZ200906192576","11000PPL200903193035","서울특별시","실효","11000UTZ200603232247","11000UTZ200603232247","지구단위계획구역","","","도봉구 도봉동 280번지 일원 및 350번지 일원","새동네 안골 제1종지구단위계획구역","68218","2","68218","0","11000NTC200903193035"
"11000UTZ200906192576","11000PPL200903193035","서울특별시","실효","11000UTZ200603232247","11000UTZ200603232247","지구단위계획구역","","","도봉구 도봉동 280번지 일원 및 350번지 일원","새동네 안골 제1종지구단위계획구역","68218","2","68218","0","11000NTC200903193035"
"11000UTZ201001062644","11000PPL200912314329","서울특별시","신설","11000UTZ200906192576","11000UTZ200603232247","지구단위계획구역","","","도봉동 280번지 일원 및 350번지 일원","새동네?안골 지구단위계획구역","","1","68218","68218","11000NTC200912314329"
"11000UTZ201001062644","11000PPL200912314329","서울특별시","신설","11000UTZ200906192576","11000UTZ200603232247","지구단위계획구역","","","도봉동 280번지 일원 및 350번지 일원","새동네?안골 지구단위계획구역","","1","68218","68218","11000NTC200912314329"
"11000UTZ201001062644","11000PPL200912314329","서울특별시","신설","11000UTZ200906192576","11000UTZ200603232247","지구단위계획구역","","","도봉동 280번지 일원 및 350번지 일원","새동네?안골 지구단위계획구역","","1","68218","68218","11000NTC200912314329"
"11000UTZ201001063851","11320PPL202305040002","서울특별시","변경","11000UTZ201001062644","11000UTZ200603232247","지구단위계획구역","","","도봉동 280번지 일원 및 350번지 일원","새동네?안골 지구단위계획구역","68218","","","68218","11320NTC202305040004"
"11000UTZ202203280002","11000PPL202203280002","서울특별시","신설","","","특별계획구역","","","송파구 가락동 162","","0","","","4682.6","11000NTC202203280002"
"11000UTZ202012200009","11000PPL201905083560","광진구","신설","","11000UTZ202012200009","특별계획구역","","","광진구 광장동 244-18일대","","0","1","985","985","11000NTC201905083560"
"11000UTZ202408270004","11000PPL202408270011","서울특별시","변경","11230UTZ202008040001","","지구단위계획구역","","","동대문구 이문동 86-1번지  일대","이문4재정비촉진  지구단위계획구역","149690","2","712.8","148977.2","11000NTC202408270011"
"11560UTZ202210050001","11560PPL202210050006","영등포구","신설","","","지구단위계획구역","","","영등포구 여의도동 21-2번지 일대 ","여의도 공작아파트 재건축정비사업 지구단위계획구역 ","0","","","16929","11560NTC202210050005"
"11000UTZ202510160024","11000PPL202510160005","서울특별시","신설","","","특별계획구역","","","노원구 상계동 767-1 일대","상계 1,2단계 택지개발지구 지구단위계획구역","0","1","92772.7","92772.7","11000NTC202510170001"
"11000UTZ202012040013","11000PPL202012040007","서울특별시","기정","","","특별계획구역","","","자양동 227-344일대","","5931","","","5931","11000NTC202012040007"
"11000UTZ202006180080","11000PPL200805221955","서울특별시","신설","","11000UTZ202006180080","특별계획구역","","","중구 필동2가 82-1일대","퇴계로변 지구단위계획구역","0","1","5818","5818","11000NTC200805221955"
"11000UTZ202006180091","11140PPL202312070003","서울특별시","변경","11000UTZ202006180080","11000UTZ202006180080","특별계획구역","","","중구 필동2가 82-1일대","퇴계로변 지구단위계획구역","5818","1","26.8","5844.8","11140NTC202401310006"
"11000UTZ200206273971","11000PPL200206272781","서울특별시","변경","11000UTZ199611180839","11000UTZ200206273971","지구단위계획구역","","","서대문구 창천동 62번지 일대","신촌(창천동) 제1종지구단위계획구역","11560","","","11560","11000NTC200206272781"
"11000UTZ200206273971","11000PPL200206272781","서울특별시","변경","11000UTZ199611180839","11000UTZ200206273971","지구단위계획구역","","","서대문구 창천동 62번지 일대","신촌(창천동) 제1종지구단위계획구역","11560","","","11560","11000NTC200206272781"
"11000UTZ200205026074","11000PPL200205022476","서울특별시","신설","","11000UTZ200205026074","특별계획구역","","","자양동 227-7번지 일대","","","","","105480","11000NTC200205022476"
"11545UTZ202105130001","11545PPL202105130002","금천구","변경","11545UTZ202108260001","","특별계획구역","","","금천구 독산동 1008-3번지 일대 ","독산 지구단위계획구역","5463.1","","","4534","11000NTC202110190010"
"11000UTZ201902120065","11000PPL202406110004","서울특별시","폐지","11000UTZ201902120055","11000UTZ201902120055","특별계획구역","","","중구 회현동1가 147-23 일대","회현동 일대 지구단위계획구역","5106.9","2","5106.9","0","11000NTC202410170007"
"11000UTZ200106223797","11000PPL200106220917","서울특별시","변경","","11000UTZ200106223797","지구단위계획구역","","","관악구 신림동 1422-5, 38, 41, 42, 46호","신림지구","2347.8","","","470.5","11000NTC200106220917"
"11000UTZ200411204517","11000PPL200411207232","서울특별시","변경","","11000UTZ200411204517","지구단위계획구역","","","대조동 10-3, 12-32","불광지구","881","","","268","11000NTC200411207232"
"11000UTZ201711303502","11000PPL201612227980","서울특별시","변경","11000UTZ200907272587","11000UTZ200906162571","지구단위계획구역","","","송파구 문정동 649 일원","문정도시개발사업지구단위계획구역","548239","","","548239","11000NTC201612227980"
"11000UTZ200505064365","11000PPL200505068131","서울특별시","변경","11000UTZ200408104626","11000UTZ200408104626","지구단위계획구역","","","강남구 삼성동 77-14","종합무역센타주변제1종지구단위  계획구역","","","","","11000NTC200505068131"
"11000UTZ200505064365","11000PPL200505068131","서울특별시","변경","11000UTZ200408104626","11000UTZ200408104626","지구단위계획구역","","","강남구 삼성동 77-14","종합무역센타주변제1종지구단위  계획구역","","","","","11000NTC200505068131"
"11000UTZ200505064366","11000PPL200505068131","서울특별시","변경","11000UTZ200505064365","11000UTZ200408104626","지구단위계획구역","","","강남구 삼성동 77-11, -12","종합무역센타주변제1종지구단위  계획구역","","","","","11000NTC200505068131"
"11000UTZ200505064366","11000PPL200505068131","서울특별시","변경","11000UTZ200505064365","11000UTZ200408104626","지구단위계획구역","","","강남구 삼성동 77-11, -12","종합무역센타주변제1종지구단위  계획구역","","","","","11000NTC200505068131"
"11000UTZ200505064366","11000PPL200505068131","서울특별시","변경","11000UTZ200505064365","11000UTZ200408104626","지구단위계획구역","","","강남구 삼성동 77-11, -12","종합무역센타주변제1종지구단위  계획구역","","","","","11000NTC200505068131"
"11000UTZ202006180075","11000PPL201008055256","양천구","신설","","11000UTZ202006180075","특별계획구역","","","신월동 575-17번지 일원","신정재정비촉진지구 존치관리구역","0","1","7861.2","7861.2","11000NTC201008055256"
"11000UTZ202006180096","11470PPL202403070010","양천구","폐지","11000UTZ202006180075","11000UTZ202006180075","특별계획구역","","","신월동 575-17번지 일원","신정재정비촉진지구 존치관리구역","7861.2","2","7861.2","0","11470NTC202403070007"
"11000UTZ202506230012","11000PPL202506230002","서울특별시","신설","","","특별계획구역","","","일원동 719 일대","수서택지개발지구 지구단위계획구역","0","1","34048.6","34048.6","11000NTC202508110001"
"11350UTZ202103100002","11350PPL202103100004","노원구","변경","11000UTZ201004262672","","지구단위계획구역","","","노원구 월계동 402-53일대","광운대 지구단위계획구역","56400","","","56413","11350NTC202103100004"
"11000UTZ201511254272","11000PPL201509247599","서울특별시","폐지","11000UTZ201706284405","11000UTZ201706284405","특별계획구역","","","중랑구 상봉동 90 일대","","6698.3","2","6698.3","","11000NTC201509247599"
"11000UTZ201511254272","11000PPL201509247599","서울특별시","폐지","11000UTZ201706284405","11000UTZ201706284405","특별계획구역","","","중랑구 상봉동 90 일대","","6698.3","2","6698.3","","11000NTC201509247599"
"11000UTZ199906181116","11000PPL199906188797","서울특별시","변경","","11000UTZ199906181116","지구단위계획구역","","","양천구 신정동 761-1 일원","서울신정2택지개발예정지구","139853","1","9.1","139862.1","11000NTC199906188797"
"11000UTZ200911053828","11000PPL200911054041","서울특별시","변경","11000UTZ199907281209","11000UTZ199907281209","특별계획구역","","","신도림동 360-51번지 일대","","35228","2","83","35145","11000NTC200911054041"
"11000UTZ200911053828","11000PPL200911054041","서울특별시","변경","11000UTZ199907281209","11000UTZ199907281209","특별계획구역","","","신도림동 360-51번지 일대","","35228","2","83","35145","11000NTC200911054041"
"11000UTZ201109073995","11000PPL201107286183","서울특별시","변경","11000UTZ200911053828","11000UTZ199907281209","특별계획구역","","","구로구 신도림동 360-51번지 일대 (경인로 271 일대)","","35145","1","94.2","35239.2","11000NTC201107286183"
"11000UTZ201109073995","11000PPL201107286183","서울특별시","변경","11000UTZ200911053828","11000UTZ199907281209","특별계획구역","","","구로구 신도림동 360-51번지 일대 (경인로 271 일대)","","35145","1","94.2","35239.2","11000NTC201107286183"
"11000UTZ201109073995","11000PPL201107286183","서울특별시","변경","11000UTZ200911053828","11000UTZ199907281209","특별계획구역","","","구로구 신도림동 360-51번지 일대 (경인로 271 일대)","","35145","1","94.2","35239.2","11000NTC201107286183"
"11000UTZ202504140024","11000PPL202504150003","서울특별시","폐지","11000UTZ202504140018","","특별계획구역","","","성동구 성수1가1동 72-10 일대","성수전략정비구역 지구단위계획구역","530399","2","530399","0","11000NTC202504150003"
"11000UTZ201302183030","11000PPL201301246737","서울특별시","신설","","11000UTZ201302183030","지구단위계획구역","","","강남구 자곡동 290 일원","취락지구(교수마을) 지구단위계획구역","","1","9666","9666","11000NTC201301246737"
"11470UTZ202008040004","11470PPL202008040017","서울특별시","폐지","11000UTZ200811273704","","특별계획구역","","","-","","3267.9","2","3267.9","0","11000NTC202008040017"
"11000UTZ201704134375","11000PPL201610207910","서울특별시","폐지","11000UTZ200206286169","11000UTZ200206286169","특별계획구역","","","영등포구 당산동1가 200-1 일원","","45285.1","2","45285.1","","11000NTC201610207910"
"11000UTZ201704134375","11000PPL201610207910","서울특별시","폐지","11000UTZ200206286169","11000UTZ200206286169","특별계획구역","","","영등포구 당산동1가 200-1 일원","","45285.1","2","45285.1","","11000NTC201610207910"
"11000UTZ199610230953","11000PPL199610236430","서울특별시","변경","11000UTZ199606130741","11000UTZ199610230953","지구단위계획구역","","","용산구 한남동일대","한남지구 상세계획구역","365300","","","374000","11000NTC199610236430"
"11000UTZ199610230953","11000PPL199610236430","서울특별시","변경","11000UTZ199606130741","11000UTZ199610230953","지구단위계획구역","","","용산구 한남동일대","한남지구 상세계획구역","365300","","","374000","11000NTC199610236430"
"11000UTZ200201143962","11000PPL200201141977","서울특별시","변경","11000UTZ199610230953","11000UTZ200201143962","지구단위계획구역","","","용산구 한남동 일원","한남 제1종지구단위계획구역","374000","","","324400","11000NTC200201141977"
"11000UTZ200201143962","11000PPL200201141977","서울특별시","변경","11000UTZ199610230953","11000UTZ200201143962","지구단위계획구역","","","용산구 한남동 일원","한남 제1종지구단위계획구역","374000","","","324400","11000NTC200201141977"
"11000UTZ200201143962","11000PPL200201141977","서울특별시","변경","11000UTZ199610230953","11000UTZ200201143962","지구단위계획구역","","","용산구 한남동 일원","한남 제1종지구단위계획구역","374000","","","324400","11000NTC200201141977"
"11000UTZ999999992628","","서울특별시","변경","11000UTZ200201143962","11000UTZ200201143962","지구단위계획구역","","","용산구 한남동 일원","한남 제1종지구단위계획구역","324400","2","2463","326863",""
"11000UTZ999999992628","","서울특별시","변경","11000UTZ200201143962","11000UTZ200201143962","지구단위계획구역","","","용산구 한남동 일원","한남 제1종지구단위계획구역","324400","2","2463","326863",""
"11000UTZ999999992628","","서울특별시","변경","11000UTZ200201143962","11000UTZ200201143962","지구단위계획구역","","","용산구 한남동 일원","한남 제1종지구단위계획구역","324400","2","2463","326863",""
"11000UTZ201109212889","11000PPL201109086223","서울특별시","변경","11000UTZ999999992628","11000UTZ200201143962","지구단위계획구역","","","용산구 한남동 일원","한남 지구단위계획구역","326863","2","19271","307592","11000NTC201109086223"
"11000UTZ201109212889","11000PPL201109086223","서울특별시","변경","11000UTZ999999992628","11000UTZ200201143962","지구단위계획구역","","","용산구 한남동 일원","한남 지구단위계획구역","326863","2","19271","307592","11000NTC201109086223"
"11000UTZ201109212889","11000PPL201109086223","서울특별시","변경","11000UTZ999999992628","11000UTZ200201143962","지구단위계획구역","","","용산구 한남동 일원","한남 지구단위계획구역","326863","2","19271","307592","11000NTC201109086223"
"11000UTZ201109212889","11000PPL201109086223","서울특별시","변경","11000UTZ999999992628","11000UTZ200201143962","지구단위계획구역","","","용산구 한남동 일원","한남 지구단위계획구역","326863","2","19271","307592","11000NTC201109086223"
"11170UTZ202302240001","11170PPL202302240001","용산구","변경","11000UTZ201109212889","","지구단위계획구역","","","용산구 한남동 일원 ","한남 지구단위계획구역 ","307592","1","14","307606","11170NTC202303300001"
"11000UTZ202507170001","11000PPL202507170001","서울특별시","변경","11170UTZ202302240006","","지구단위계획구역","","","용산구 한남동 일원","한남 지구단위계획구역","307606","1","28790","336396","11000NTC202507170001"
"11710UTZ202008040002","11710PPL202008040006","송파구","신설","","","지구단위계획구역","","","석촌동 295, 송파동 95 일대 ","송파대로 제2지구 지구단위계획구역 ","","","","78419","11000NTC202008040006"
"11710UTZ202104260001","11710PPL202104260001","송파구","변경","11710UTZ202008040002","","지구단위계획구역","","","석촌동 295, 송파동 95일대 ","송파대로 제2지구 지구단위계획구역 ","78419","","","83148","11000NTC202109230002"
"11000UTZ202006180050","11000PPL201007085142","서울특별시","신설","","11000UTZ202006180050","특별계획구역","","","성북구 동소문동1가 107번지 일대","","0","1","759.7","759.7","11000NTC201007085142"
"11000UTZ202504140017","11000PPL202504150002","서울특별시","변경","11000UTZ202504140011","","지구단위계획구역","","","성동구 성수1가1동 72-10번지 일대","성수전략정비구역 지구단위계획구역","659190","1","0","659190","11000NTC202504150002"
"11000UTZ202504140023","11000PPL202504150003","서울특별시","변경","11000UTZ202504140017","","지구단위계획구역","","","성동구 성수1가1동 72-10번지 일대","성수전략정비구역 지구단위계획구역","659190","1","0","659190","11000NTC202504150003"
"11000UTZ201203134059","11000PPL201112226350","서울특별시","변경","","11000UTZ201203134059","특별계획구역","","","송파구 문정동 276일원","","61216","1","15","61231","11000NTC201112226350"
"11000UTZ200505194384","11000PPL200505198222","서울특별시","변경","11000UTZ200501054330","11000UTZ200505194384","지구단위계획구역","","","마포구 대흥동310번지 외 82필지","마포구 대흥동 지역주택조합 공동주택 지구단위계획구역","7557","","","7850","11000NTC200505198222"
"11000UTZ200505194384","11000PPL200505198222","서울특별시","변경","11000UTZ200501054330","11000UTZ200505194384","지구단위계획구역","","","마포구 대흥동310번지 외 82필지","마포구 대흥동 지역주택조합 공동주택 지구단위계획구역","7557","","","7850","11000NTC200505198222"
"11000UTZ201709053457","11000PPL201705118109","서울특별시","폐지","11000UTZ201708033430","11000UTZ201708033430","지구단위계획구역","","","종로구 평동 164 일대","돈의문6존치관리구역","2855","2","2855","","11000NTC201705118109"
"11000UTZ201709053457","11000PPL201705118109","서울특별시","폐지","11000UTZ201708033430","11000UTZ201708033430","지구단위계획구역","","","종로구 평동 164 일대","돈의문6존치관리구역","2855","2","2855","","11000NTC201705118109"
"11560UTZ202411150001","11560PPL202411150001","영등포구","변경","","","지구단위계획구역","","","영등포구 대림동 1104-1 일대","대림광역중심 지구단위계획구역","49480","1","24","49504","11560NTC202411150001"
"11560UTZ202411150003","11560PPL202507090008","영등포구","변경","11560UTZ202411150001","","지구단위계획구역","","","영등포구 대림동 1104-1 일대","대림광역중심 지구단위계획구역","49504","1","56.5","49560.5","11560NTC202507090007"
"11000UTZ202108250002","11000PPL202108250005","서울특별시","신설","","","지구단위계획구역","","","중구 필동 일대","필동 일대 지구단위계획구역","0","","","366553.9","11000NTC202109280005"
"11000UTZ201110042903","11000PPL201109296244","서울특별시","변경","11000UTZ201106032809","11000UTZ200506024560","지구단위계획구역","","","구로구 온수동 50번지 일대","온수역 일대 제1종지구단위계획구역","550338","","","550338","11000NTC201109296244"
"11000UTZ201110042903","11000PPL201109296244","서울특별시","변경","11000UTZ201106032809","11000UTZ200506024560","지구단위계획구역","","","구로구 온수동 50번지 일대","온수역 일대 제1종지구단위계획구역","550338","","","550338","11000NTC201109296244"
"11000UTZ201110042903","11000PPL201109296244","서울특별시","변경","11000UTZ201106032809","11000UTZ200506024560","지구단위계획구역","","","구로구 온수동 50번지 일대","온수역 일대 제1종지구단위계획구역","550338","","","550338","11000NTC201109296244"
"11000UTZ201110042903","11000PPL201109296244","서울특별시","변경","11000UTZ201106032809","11000UTZ200506024560","지구단위계획구역","","","구로구 온수동 50번지 일대","온수역 일대 제1종지구단위계획구역","550338","","","550338","11000NTC201109296244"
"11000UTZ201811290002","11000PPL201811150001","서울특별시","변경","11000UTZ201110042903","11000UTZ200506024560","지구단위계획구역","","","온수동 50번지 일대","온수역 일대 지구단위계획구역","550338","2","397","549941","11000NTC201811150001"
"11000UTZ201811290002","11000PPL201811150001","서울특별시","변경","11000UTZ201110042903","11000UTZ200506024560","지구단위계획구역","","","온수동 50번지 일대","온수역 일대 지구단위계획구역","550338","2","397","549941","11000NTC201811150001"
"11620UTZ202202220003","11620PPL202202220003","관악구","신설","","","특별계획구역","","","신림동 1569-10일대","난곡사거리지구중심 지구단위계획","0","1","5212.1","5212.1","11620NTC202308160001"
"11000UTZ201811290002","11000PPL201811150001","서울특별시","변경","11000UTZ201110042903","11000UTZ200506024560","지구단위계획구역","","","온수동 50번지 일대","온수역 일대 지구단위계획구역","550338","2","397","549941","11000NTC201811150001"
"11000UTZ201811290002","11000PPL201811150001","서울특별시","변경","11000UTZ201110042903","11000UTZ200506024560","지구단위계획구역","","","온수동 50번지 일대","온수역 일대 지구단위계획구역","550338","2","397","549941","11000NTC201811150001"
"11000UTZ201811290002","11000PPL201811150001","서울특별시","변경","11000UTZ201110042903","11000UTZ200506024560","지구단위계획구역","","","온수동 50번지 일대","온수역 일대 지구단위계획구역","550338","2","397","549941","11000NTC201811150001"
"11000UTZ202210200001","11000PPL202210200001","서울특별시","변경","11000UTZ201811290002","","지구단위계획구역","","","구로구 온수동 50번지 일대","온수역 일대 지구단위계획구역","549941","","","549928","11000NTC202212140002"
"11000UTZ202506230016","11000PPL202506230002","서울특별시","신설","","","특별계획구역","","","일원동 731 일대","수서택지개발지구 지구단위계획구역","0","1","47768.7","47768.7","11000NTC202508110001"
"11560UTZ202209200002","11560PPL202209200003","서울특별시","신설","","","지구단위계획구역","","","영등포구 영등포동 일원","서울영등포 공공주택지구 지구단위게획구역","0","","","9849.9","11560NTC202209200006"
"11000UTZ199603110801","11000PPL199603115875","서울특별시","신설","","11000UTZ199603110801","지구단위계획구역","","","강서구 화곡동776,781일대","목동사거리생활권중심 도시설계지구","0","","","26070","11000NTC199603115875"
"11000UTZ200704112312","11000PPL200612140600","서울특별시","변경","11000UTZ199603110801","11000UTZ199603110801","지구단위계획구역","","","강서구 화곡동 776번지 일대","목동사거리생활권중심 지구단위계획구역","26070","","","50444","11000NTC200612140600"
"11000UTZ200704112312","11000PPL200612140600","서울특별시","변경","11000UTZ199603110801","11000UTZ199603110801","지구단위계획구역","","","강서구 화곡동 776번지 일대","목동사거리생활권중심 지구단위계획구역","26070","","","50444","11000NTC200612140600"
"11000UTZ202310160001","11000PPL202310160004","서울특별시","변경","11000UTZ200704112312","","지구단위계획구역","","","강서구 화곡동  776번지 일대","목동사거리 생활권중심 지구단위계획구역","50444","1","4823","55267","11000NTC202310170003"
"11000UTZ201709253464","11000PPL201708318261","서울특별시","변경","11000UTZ201109052852","11000UTZ199608080950","지구단위계획구역","","","강동구 천호동,길동,둔촌동,성내동 일원","천호지구 지구단위계획구역","656393.5","2","9.9","656383.6","11000NTC201708318261"
"11000UTZ201709253464","11000PPL201708318261","서울특별시","변경","11000UTZ201109052852","11000UTZ199608080950","지구단위계획구역","","","강동구 천호동,길동,둔촌동,성내동 일원","천호지구 지구단위계획구역","656393.5","2","9.9","656383.6","11000NTC201708318261"
"11000UTZ201709253464","11000PPL201708318261","서울특별시","변경","11000UTZ201109052852","11000UTZ199608080950","지구단위계획구역","","","강동구 천호동,길동,둔촌동,성내동 일원","천호지구 지구단위계획구역","656393.5","2","9.9","656383.6","11000NTC201708318261"
"11000UTZ201709253464","11000PPL201708318261","서울특별시","변경","11000UTZ201109052852","11000UTZ199608080950","지구단위계획구역","","","강동구 천호동,길동,둔촌동,성내동 일원","천호지구 지구단위계획구역","656393.5","2","9.9","656383.6","11000NTC201708318261"
"11000UTZ201709253464","11000PPL201708318261","서울특별시","변경","11000UTZ201109052852","11000UTZ199608080950","지구단위계획구역","","","강동구 천호동,길동,둔촌동,성내동 일원","천호지구 지구단위계획구역","656393.5","2","9.9","656383.6","11000NTC201708318261"
"11000UTZ201709253464","11000PPL201708318261","서울특별시","변경","11000UTZ201109052852","11000UTZ199608080950","지구단위계획구역","","","강동구 천호동,길동,둔촌동,성내동 일원","천호지구 지구단위계획구역","656393.5","2","9.9","656383.6","11000NTC201708318261"
"11000UTZ201709253464","11000PPL201708318261","서울특별시","변경","11000UTZ201109052852","11000UTZ199608080950","지구단위계획구역","","","강동구 천호동,길동,둔촌동,성내동 일원","천호지구 지구단위계획구역","656393.5","2","9.9","656383.6","11000NTC201708318261"
"11000UTZ202101050006","11740PPL202409020001","서울특별시","변경","11000UTZ202101050002","","특별계획구역","","","강동구 성내동  19번지 일대 ","천호지구 지구단위계획구역","28742.7","","","28742.7","11740NTC202411040008"
"11000UTZ200904152547","11000PPL200901222712","서울특별시","변경","11000UTZ199406130580","11000UTZ199406130580","지구단위계획구역","","","송파구 풍납동 주변","풍납 제1종지구단위계획구역","425643","","","85937","11000NTC200901222712"
"11000UTZ200904152547","11000PPL200901222712","서울특별시","변경","11000UTZ199406130580","11000UTZ199406130580","지구단위계획구역","","","송파구 풍납동 주변","풍납 제1종지구단위계획구역","425643","","","85937","11000NTC200901222712"
"11000UTZ202008111111","11680PPL202008110005","강남구","기정","","11000UTZ202008111111","지구단위계획구역","","","강남구 삼성동 79번지 일대","홍실아파트 주택재건축 지구단위계획구역","25655.8","","","25655.8","11000NTC202008110005"
"11680UTZ202501090001","11680PPL202501090004","강남구","변경","11000UTZ202008111111","","지구단위계획구역","","","강남구 삼성동 79번지 일대","홍실아파트 주택재건축 지구단위계획구역","25655.8","1","2.2","25658","11680NTC202501090005"
"11000UTZ200102013777","11000PPL200102010216","서울특별시","변경","","11000UTZ200102013777","지구단위계획구역","","","강남구 삼성동 107번지 일대","종합무역센터주변지구","1382.1","","","1382.1","11000NTC200102010216"
"11000UTZ200104113744","11000PPL200104110484","서울특별시","정정","11000UTZ200102013777","11000UTZ200104113744","지구단위계획구역","","","강남구 삼성동 107번지 일대","종합무역센터주변지구","1382.1","","","1382.1","11000NTC200104110484"
"11000UTZ200104113744","11000PPL200104110484","서울특별시","정정","11000UTZ200102013777","11000UTZ200104113744","지구단위계획구역","","","강남구 삼성동 107번지 일대","종합무역센터주변지구","1382.1","","","1382.1","11000NTC200104110484"
"11000UTZ201708213449","11000PPL201706158167","서울특별시","변경","11000UTZ201708233450","11000UTZ199606100878","지구단위계획구역","","","마포구 아현동 331 일대","아현2지구 지구단위계획구역","35255","1","5975","41230","11000NTC201706158167"
"11000UTZ201708213449","11000PPL201706158167","서울특별시","변경","11000UTZ201708233450","11000UTZ199606100878","지구단위계획구역","","","마포구 아현동 331 일대","아현2지구 지구단위계획구역","35255","1","5975","41230","11000NTC201706158167"
"11000UTZ201311013122","11000PPL201201266397","서울특별시","변경","11000UTZ200206273989","11000UTZ200206273989","지구단위계획구역","","","영등포구 문래동, 영등포동, 당산동 일대","영등포지역 부도심권 제1종지구단위계획구역","1060455","2","258595","801860","11000NTC201201266397"
"11000UTZ201311013122","11000PPL201201266397","서울특별시","변경","11000UTZ200206273989","11000UTZ200206273989","지구단위계획구역","","","영등포구 문래동, 영등포동, 당산동 일대","영등포지역 부도심권 제1종지구단위계획구역","1060455","2","258595","801860","11000NTC201201266397"
"11000UTZ201209113002","11000PPL201201266395","서울특별시","변경","11000UTZ200206273989","11000UTZ200206273989","지구단위계획구역","","","영등포구 문래동, 영등포동, 당산동 일대","영등포지역 부도심권 지구단위계획구역","1060455","2","258595","801860","11000NTC201201266395"
"11000UTZ201209113002","11000PPL201201266395","서울특별시","변경","11000UTZ200206273989","11000UTZ200206273989","지구단위계획구역","","","영등포구 문래동, 영등포동, 당산동 일대","영등포지역 부도심권 지구단위계획구역","1060455","2","258595","801860","11000NTC201201266395"
"11000UTZ201209113002","11000PPL201201266395","서울특별시","변경","11000UTZ200206273989","11000UTZ200206273989","지구단위계획구역","","","영등포구 문래동, 영등포동, 당산동 일대","영등포지역 부도심권 지구단위계획구역","1060455","2","258595","801860","11000NTC201201266395"
"11000UTZ200211224081","11000PPL200211223405","서울특별시","변경","11000UTZ200211224080","11000UTZ200211224080","지구단위계획구역","","","신도림동 432-1외 30필지","구로역및신도림역세권지구단위계획구역","9210.65","","","9210.65","11000NTC200211223405"
"11000UTZ200211224081","11000PPL200211223405","서울특별시","변경","11000UTZ200211224080","11000UTZ200211224080","지구단위계획구역","","","신도림동 432-1외 30필지","구로역및신도림역세권지구단위계획구역","9210.65","","","9210.65","11000NTC200211223405"
"11000UTZ200303314164","11000PPL200303314032","서울특별시","변경","11000UTZ200211224081","11000UTZ200211224080","지구단위계획구역","","","신도림동 432-1외 29필지","","9210.65","","","9203.17","11000NTC200303314032"
"11000UTZ200410304509","11000PPL200410307101","서울특별시","변경","11000UTZ200211224081","11000UTZ200211224080","지구단위계획구역","","","신도림동360-1,360-5,360-7,360-8,360-34,362-53,362-54,362-60,362-74,362-75,360-1,360-34,362-37,362-60","구로역및신도림역세건지구단위계획구역","2234.94","","","2234.94","11000NTC200410307101"
"11000UTZ200410304509","11000PPL200410307101","서울특별시","변경","11000UTZ200211224081","11000UTZ200211224080","지구단위계획구역","","","신도림동360-1,360-5,360-7,360-8,360-34,362-53,362-54,362-60,362-74,362-75,360-1,360-34,362-37,362-60","구로역및신도림역세건지구단위계획구역","2234.94","","","2234.94","11000NTC200410307101"
"11000UTZ200410304509","11000PPL200410307101","서울특별시","변경","11000UTZ200211224081","11000UTZ200211224080","지구단위계획구역","","","신도림동360-1,360-5,360-7,360-8,360-34,362-53,362-54,362-60,362-74,362-75,360-1,360-34,362-37,362-60","구로역및신도림역세건지구단위계획구역","2234.94","","","2234.94","11000NTC200410307101"
"11000UTZ200906253799","11000PPL200904303256","서울특별시","변경","11000UTZ200702263638","11000UTZ200702263638","특별계획구역","","","동작구 상도동 176-1 일대","","8048","","","12122","11000NTC200904303256"
"11000UTZ201711013481","11000PPL201709078268","서울특별시","변경","11000UTZ201312163167","11000UTZ201312163167","지구단위계획구역","","","은평구 응암동 31, 녹번동 71 일대","산골마을 지구단위계획구역","13896","2","119","13777","11000NTC201709078268"
"11000UTZ201711013481","11000PPL201709078268","서울특별시","변경","11000UTZ201312163167","11000UTZ201312163167","지구단위계획구역","","","은평구 응암동 31, 녹번동 71 일대","산골마을 지구단위계획구역","13896","2","119","13777","11000NTC201709078268"
"11000UTZ201711014439","11380PPL202308290001","서울특별시","변경","11000UTZ201711013481","11000UTZ201312163167","지구단위계획구역","","","은평구 응암동 31, 녹번동 71 일대","산골마을 지구단위계획구역","13777","","","13777","11380NTC202308290001"
"11000UTZ201209183006","11000PPL201207126543","서울특별시","변경","11000UTZ201104112776","11000UTZ201104112776","지구단위계획구역","","","영등포구 당산동4가 80번지 일대","당산동 4가 80번지 일대 제1종지구단위계획구역 ","15763.6","1","28.2","15791.8","11000NTC201207126543"
"11650UTZ202211090002","11650PPL202211090008","서초구","신설","","","특별계획구역","","","서초동 1348번지 일대 ","서초동 1342번지 일대 지구단위계획구역 ","0","1","4569.7","4569.7","11650NTC202302130003"
